"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://muffinpanrecipes.com/recipes/saigon-sunrise-breakfast-cups","text/html; charset=utf-8","200","OK","Indexable","","Saigon Sunrise Breakfast Cups | Muffin Pan Recipes","50","462","These Vietnamese-inspired breakfast cups bake up into tender, custardy rounds packed with caramelized pork, quick-pickled vegetables, and fresh herbs. Each cup carries the flavors of a classic bánh mì - savory, sweet, tangy, and herbaceous - held together in a neat, hand-friendly bite.","286","1750","","0","Saigon Sunrise Breakfast Cups","29","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/saigon-sunrise-breakfast-cups","","","","","","44445","8395","8395","1.244","","2193","372","5.895","94.725","Very Easy","27.869","2","1","","3","3","0","8.110","7","6","0","0","0","0","","","","","2bd23c597ae1fd5f9ef12b9ddba22b3c","0.775","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/saigon-sunrise-breakfast-cups","2026-09-04 15:34:12"
"https://muffinpanrecipes.com/recipes/savory-bacon-biscuit-rounds","text/html; charset=utf-8","200","OK","Indexable","","Savory Bacon Biscuit Rounds | Muffin Pan Recipes","48","444","These hearty biscuit rounds bake up as individual portions layered with smoky bacon, sharp cheddar, and scallions - sturdy enough for grab-and-go breakfasts all week. They reheat beautifully and eat like a cross between a biscuit and a breakfast sandwich without the fuss of assembly.","284","1758","","0","Savory Bacon Biscuit Rounds","27","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/savory-bacon-biscuit-rounds","","","","","","42143","7559","7559","1.120","","1909","327","5.838","92.556","Very Easy","25.695","2","1","","4","4","0","10.810","7","6","0","0","0","0","","","","","cc73b1ee737b4697085de7cb0026c318","0.579","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/savory-bacon-biscuit-rounds","2026-09-04 15:34:12"
"https://muffinpanrecipes.com/recipes/baked-oatmeal-cups","text/html; charset=utf-8","200","OK","Indexable","","Baked Oatmeal Breakfast Cups | Muffin Pan Recipes","49","466","Baked oatmeal cups combine oats, maple syrup, and blueberries in portable portions. The muffin pan makes a naturally sweet breakfast for busy mornings.","151","957","","0","Baked Oatmeal Breakfast Cups","28","Why Muffin Pans?","16","","0","","","","https://muffinpanrecipes.com/recipes/baked-oatmeal-cups","","","","","","8585","2355","2355","0.349","","97","27","3.593","99.401","Very Easy","8.493","2","1","","14","14","0","37.840","6","5","0","0","0","0","","","","","c63009f38790b4039feb859eb49ade2c","0.447","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/baked-oatmeal-cups","2026-09-04 15:34:13"
"https://muffinpanrecipes.com/recipes/roasted-veggie-egg-prep-cups","text/html; charset=utf-8","200","OK","Indexable","","Roasted Veggie Egg Prep Cups | Muffin Pan Recipes","49","463","These roasted veggie egg prep cups are built for grab-and-go breakfasts all week: high-protein, packed with vegetables, and they reheat beautifully. Roasting the vegetables first concentrates their flavor so the eggs don't taste like a sad hotel buffet. Make a pan on Sunday and you've got breakfast handled through Friday.","323","1973","","0","Roasted Veggie Egg Prep Cups","28","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/roasted-veggie-egg-prep-cups","","","","","","36677","6921","6921","1.026","","1567","288","5.441","93.389","Very Easy","24.528","2","1","","2","2","0","5.410","7","6","0","0","0","0","","","","","8dfb55fe7574e0e555a4a185c599206d","1.345","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/roasted-veggie-egg-prep-cups","2026-09-04 15:34:12"
"https://muffinpanrecipes.com/recipes/salsa-verde-chilaquiles-cups","text/html; charset=utf-8","200","OK","Indexable","","Salsa Verde Chilaquiles Cups | Muffin Pan Recipes","49","448","Corn tortilla strips are baked into crisp, saucy cups with roasted tomatillo salsa, black beans, and melty Oaxaca cheese, then finished with crema, avocado, and cilantro. These chilaquiles cups hold their shape straight from the muffin pan but eat like a cozy Mexican brunch, with bright heat and satisfying crunch in every bite.","329","1990","","0","Salsa Verde Chilaquiles Cups","28","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/salsa-verde-chilaquiles-cups","","","","","","43632","8126","8126","1.204","","2104","344","6.116","91.097","Very Easy","27.197","2","1","","4","4","0","10.810","7","6","0","0","0","0","","","","","1e054b8472337d5af7b5f47ff1a12bcb","0.781","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/salsa-verde-chilaquiles-cups","2026-09-04 15:34:13"
"https://muffinpanrecipes.com/recipes/lemon-ricotta-polenta-cups","text/html; charset=utf-8","200","OK","Indexable","","Lemon Ricotta Polenta Cups | Muffin Pan Recipes","47","442","These tender Italian-inspired cups layer a crisp, buttery polenta base with a creamy lemon-ricotta custard that bakes up just set and lightly golden. Each round, molded portion pops out of the tin as a self-contained, cheesecake-adjacent bite with a pleasantly sandy cornmeal crust and bright citrus finish. Serve warm or at room temperature with a dusting of powdered sugar and a few fresh berries.","399","2444","","0","Lemon Ricotta Polenta Cups","26","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/lemon-ricotta-polenta-cups","","","","","","47864","8716","8716","1.292","","2347","387","6.065","91.063","Very Easy","27.569","2","1","","4","4","0","10.810","7","6","0","0","0","0","","","","","5482fc6f91344462e56b073b3a7fadb","0.337","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/lemon-ricotta-polenta-cups","2026-09-04 15:34:13"
"https://muffinpanrecipes.com/recipes/jumbo-cornbread-bites","text/html; charset=utf-8","200","OK","Indexable","","Jumbo Cornbread Honey Bites | Muffin Pan Recipes","48","459","Jumbo cornbread honey bites are moist, lightly sweet, and perfect with chili or barbecue. The muffin pan gives each portion golden edges.","137","846","","0","Jumbo Cornbread Honey Bites","27","Why Muffin Pans?","16","","0","","","","https://muffinpanrecipes.com/recipes/jumbo-cornbread-bites","","","","","","8522","2347","2347","0.348","","95","27","3.519","99.072","Very Easy","8.262","2","1","","13","13","0","35.140","6","5","0","0","0","0","","","","","8999dfdab925f6c8e7be8be1dc68399f","2.724","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/jumbo-cornbread-bites","2026-09-04 15:34:11"
"https://muffinpanrecipes.com/recipes/teriyaki-salmon-rice-cups","text/html; charset=utf-8","200","OK","Indexable","","Teriyaki Salmon Rice Cups | Muffin Pan Recipes","46","424","These teriyaki salmon rice cups tuck soy-glazed salmon, sticky rice, and scallions into crisp-edged, molded rounds that lift cleanly from the pan. They eat like handheld sushi bowls with a glossy homemade teriyaki glaze, a touch of sesame, and a cool cucumber topping.","268","1644","","0","Teriyaki Salmon Rice Cups","25","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/teriyaki-salmon-rice-cups","","","","","","41465","7669","7669","1.137","","1943","335","5.800","93.010","Very Easy","26.399","2","1","","4","4","0","10.810","7","6","0","0","0","0","","","","","8e3f1b7b0c38ca62021bafc6685bafb1","0.490","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/teriyaki-salmon-rice-cups","2026-09-04 15:34:11"
"https://muffinpanrecipes.com/recipes/spanakopita-phyllo-cups","text/html; charset=utf-8","200","OK","Indexable","","Spanakopita Phyllo Cups | Muffin Pan Recipes","44","408","These spanakopita cups tuck garlicky spinach, leeks, and salty feta into crisp, flaky phyllo that bakes into perfectly round, hand-held bites. The muffin wells shape the layered dough into sturdy little shells so you get shattering crunch around a soft, savory Greek-inspired filling. Ideal warm or at room temperature for lunches, mezze platters, or parties.","359","2147","","0","Spanakopita Phyllo Cups","23","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/spanakopita-phyllo-cups","","","","","","46706","8580","8580","1.272","","2241","369","6.073","91.419","Very Easy","27.177","2","1","","4","4","0","10.810","7","6","0","0","0","0","","","","","5406a172896aa8def0fa1734f71896cf","0.315","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/spanakopita-phyllo-cups","2026-09-04 15:34:14"
"https://muffinpanrecipes.com/recipes/smoky-cheddar-breakfast-bites","text/html; charset=utf-8","200","OK","Indexable","","Smoky Cheddar Breakfast Bites | Muffin Pan Recipes","50","469","Little golden bites packed with tender vegetables, sharp cheddar, Parmesan, and a whisper of smoked paprika, these savory muffins bring all the cozy flavors of a loaded frittata in handheld form. They're rich, aromatic, and deeply satisfying - perfect with hot coffee, a splash of hot sauce, or tucked into a warm, toasty English muffin.","337","2040","","0","Smoky Cheddar Breakfast Bites","29","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/smoky-cheddar-breakfast-bites","","","","","","41381","7422","7422","1.100","","1786","318","5.616","90.671","Very Easy","24.922","2","1","","4","4","0","10.810","7","6","0","0","0","0","","","","","aebd1510fe31224d8ac5a5675acf1864","0.208","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/smoky-cheddar-breakfast-bites","2026-09-04 15:34:14"
"https://muffinpanrecipes.com/recipes/spinach-feta-egg-bites","text/html; charset=utf-8","200","OK","Indexable","","Spinach & Feta Egg Bites | Muffin Pan Recipes","45","409","Velvety spinach and feta egg bites have a tender, sous-vide-style texture and savory flavor. Bake them in a muffin pan for a protein-packed breakfast.","150","918","","0","Spinach & Feta Egg Bites","24","Why Muffin Pans?","16","","0","","","","https://muffinpanrecipes.com/recipes/spinach-feta-egg-bites","","","","","","8599","2401","2401","0.356","","99","27","3.667","100.000","Very Easy","8.374","2","1","","2","2","0","5.410","6","5","0","0","0","0","","","","","ee5bfb19a346add0a179510d7c0d1ba8","0.745","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/spinach-feta-egg-bites","2026-09-04 15:34:14"
"https://muffinpanrecipes.com/recipes/harissa-chickpea-feta-cups","text/html; charset=utf-8","200","OK","Indexable","","Harissa Chickpea Feta Cups | Muffin Pan Recipes","47","438","These savory North African-inspired cups bake chickpeas, roasted peppers, and spinach into a softly set egg base with pockets of salty feta and smoky harissa heat. Each round, golden portion pops out of the tin as a complete protein-packed bite that reheats beautifully for weekday breakfasts or light lunches.","310","1907","","0","Harissa Chickpea Feta Cups","26","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/harissa-chickpea-feta-cups","","","","","","44552","8014","8014","1.188","","2103","358","5.874","92.256","Very Easy","26.682","2","1","","9","9","0","24.320","7","6","0","0","0","0","","","","","c1330c74430c0f3bfc5960a4c49af3ac","0.795","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/harissa-chickpea-feta-cups","2026-09-04 15:34:14"
"https://muffinpanrecipes.com/recipes/dark-chocolate-chip-muffins","text/html; charset=utf-8","200","OK","Indexable","","Dark Chocolate Chip Decadence | Muffin Pan Recipes","50","473","Rich cocoa muffins loaded with dark chocolate chips bake into individual portions with crisp edges and a tender center. Make a batch for a chocolate snack.","155","959","","0","Dark Chocolate Chip Decadence","29","Why Muffin Pans?","16","","0","","","","https://muffinpanrecipes.com/recipes/dark-chocolate-chip-muffins","","","","","","8679","2363","2363","0.350","","100","28","3.571","100.000","Very Easy","8.378","2","1","","5","5","0","13.510","6","5","0","0","0","0","","","","","451913253efc1ce873f65bab9f16a5e2","0.726","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/dark-chocolate-chip-muffins","2026-09-04 15:34:14"
"https://muffinpanrecipes.com/recipes/smoky-chorizo-tortilla-cups","text/html; charset=utf-8","200","OK","Indexable","","Smoky Chorizo Tortilla Cups | Muffin Pan Recipes","48","439","Corn tortillas are pressed into the muffin wells to form crisp, golden cups, then filled with smoky Spanish chorizo, sautéed peppers and onions, and a rich paprika‑spiked egg custard. Each round, flared cup bakes up into a self-contained bite with a tender center and crisp edges, perfect with a dollop of garlicky tomato aioli. These travel well, reheat beautifully, and hit that sweet spot between tapas and brunch.","417","2514","","0","Smoky Chorizo Tortilla Cups","27","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/smoky-chorizo-tortilla-cups","","","","","","45940","8544","8544","1.266","","2270","390","5.821","92.363","Very Easy","27.886","2","1","","6","6","0","16.220","7","6","0","0","0","0","","","","","a7c0686e422681dc07760d9e290e5030","0.989","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/smoky-chorizo-tortilla-cups","2026-09-04 15:34:14"
"https://muffinpanrecipes.com/recipes/smoky-sweet-potato-frittatas","text/html; charset=utf-8","200","OK","Indexable","","Smoky Sweet Potato Frittatas | Muffin Pan Recipes","49","455","Tender, custardy cups packed with caramelized sweet potato, smoky paprika, and sharp cheddar, these little frittatas taste like a pan of roasted vegetables wrapped in rich, savory eggs. A spoonful of Greek yogurt keeps them silky, while a tangle of greens and herbs adds fresh, gardeny flavor in every bite.","307","1872","","0","Smoky Sweet Potato Frittatas","28","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/smoky-sweet-potato-frittatas","","","","","","44238","7834","7834","1.161","","2033","341","5.962","92.256","Very Easy","26.167","2","1","","4","4","0","10.810","7","6","0","0","0","0","","","","","80143626cc378f953f4ea0850f02923f","0.347","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/smoky-sweet-potato-frittatas","2026-09-04 15:34:15"
"https://muffinpanrecipes.com/recipes/mini-caprese-bruschetta-bites","text/html; charset=utf-8","200","OK","Indexable","","Mini Caprese Bruschetta Bites | Muffin Pan Recipes","50","457","All the flavors of a classic caprese bruschetta - garlic toast, juicy tomatoes, fresh mozzarella, and basil - baked into tidy, handheld muffin tin bites. A buttery Parmesan bread base crisps in the oven, then gets filled with a warm caprese mixture and finished with a sweet-tart balsamic drizzle. Ideal as a party appetizer or light summer snack.","347","2075","","0","Mini Caprese Bruschetta Bites","29","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/mini-caprese-bruschetta-bites","","","","","","44095","7778","7778","1.153","","1974","354","5.576","89.875","Easy","25.739","2","1","","5","5","0","13.510","7","6","0","0","0","0","","","","","95000e7e4ef86a7f3194d3082569888b","0.912","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/mini-caprese-bruschetta-bites","2026-09-04 15:34:15"
"https://muffinpanrecipes.com/recipes/tandoori-chicken-naan-cups","text/html; charset=utf-8","200","OK","Indexable","","Tandoori Chicken Naan Cups | Muffin Pan Recipes","47","445","These Tandoori Chicken Naan Cups pack smoky spiced chicken, cooling yogurt, and quick pickled onions into a soft, crisp-edged naan base molded right…","149","944","","0","Tandoori Chicken Naan Cups","26","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/tandoori-chicken-naan-cups","","","","","","52470","9440","9440","1.399","","2464","403","6.114","95.909","Very Easy","25.676","2","1","","3","3","0","8.110","7","6","0","0","0","0","","","","","9318361c382113aff735c1b9ccf3aa6f","0.779","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/tandoori-chicken-naan-cups","2026-09-04 15:34:15"
"https://muffinpanrecipes.com/recipes/mini-pancake-bites","text/html; charset=utf-8","200","OK","Indexable","","Mini Pancake Bites | Muffin Pan Recipes","39","358","Fluffy mini pancake bites bake in the muffin pan, so there is no flipping at the stove. Serve with maple syrup, fruit, or your favorite dip.","140","817","","0","Mini Pancake Bites","18","Why Muffin Pans?","16","","0","","","","https://muffinpanrecipes.com/recipes/mini-pancake-bites","","","","","","8442","2370","2370","0.351","","99","27","3.667","100.000","Very Easy","8.269","2","1","","9","9","0","24.320","6","5","0","0","0","0","","","","","a4300ba05c0a2a21f4ecdcd7cd7462ad","1.162","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/mini-pancake-bites","2026-09-04 15:34:15"
"https://muffinpanrecipes.com/recipes/buffalo-chicken-mac-bites","text/html; charset=utf-8","200","OK","Indexable","","Buffalo Chicken Mac & Cheese Bites | Muffin Pan Recipes","55","510","Buffalo chicken mac and cheese bites combine cheddar, chicken, and spicy sauce in crisped portions. Bake them in a muffin pan for an easy party snack.","150","938","","0","Buffalo Chicken Mac & Cheese Bites","34","Why Muffin Pans?","16","","0","","","","https://muffinpanrecipes.com/recipes/buffalo-chicken-mac-bites","","","","","","8685","2380","2380","0.353","","101","27","3.741","98.335","Very Easy","8.360","2","1","","16","16","0","43.240","6","5","0","0","0","0","","","","","96603e73b39337d951391667cc3f49e9","0.599","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/buffalo-chicken-mac-bites","2026-09-04 15:34:14"
"https://muffinpanrecipes.com/recipes/classic-blueberry-muffins","text/html; charset=utf-8","200","OK","Indexable","","Classic Blueberry Muffin Tops | Muffin Pan Recipes","50","453","Classic blueberry muffin tops bake with golden edges and a tender, berry-filled center in a standard muffin pan. An easy breakfast or afternoon treat.","150","915","","0","Classic Blueberry Muffin Tops","29","Why Muffin Pans?","16","","0","","","","https://muffinpanrecipes.com/recipes/classic-blueberry-muffins","","","","","","8591","2341","2341","0.347","","94","27","3.481","98.901","Very Easy","8.231","2","1","","6","6","0","16.220","6","5","0","0","0","0","","","","","5ac29259641d8d4eae3b12580e3be16b","0.624","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/classic-blueberry-muffins","2026-09-04 15:34:16"
"https://muffinpanrecipes.com/recipes/muffin-tin-lasagna","text/html; charset=utf-8","200","OK","Indexable","","Muffin Tin Lasagna Cups | Muffin Pan Recipes","44","410","Muffin tin lasagna cups layer crisp wonton wrappers, marinara, ricotta, and mozzarella. Each portion has golden edges and classic Italian comfort.","146","904","","0","Muffin Tin Lasagna Cups","23","Why Muffin Pans?","16","","0","","","","https://muffinpanrecipes.com/recipes/muffin-tin-lasagna","","","","","","8455","2344","2344","0.347","","92","27","3.407","85.672","Easy","8.209","2","1","","4","4","0","10.810","6","5","0","0","0","0","","","","","d0eb395eb9f06c1c4c2554c044b759a","1.138","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/muffin-tin-lasagna","2026-09-04 15:34:15"
"https://muffinpanrecipes.com/recipes/make-ahead-veggie-sausage-egg-cups","text/html; charset=utf-8","200","OK","Indexable","","Make-Ahead Veggie & Sausage Egg Cups | Muffin Pan Recipes","57","554","These protein-packed egg cups are built for the workweek: hearty turkey sausage, roasted peppers, spinach, and sharp cheddar baked into perfectly portioned frittata-style bites. They reheat beautifully, freeze well, and actually taste like a real breakfast, not a sad ""meal prep"" compromise. One pan on Sunday, grab-and-go breakfasts all week.","343","2097","","0","Make-Ahead Veggie & Sausage Egg Cups","36","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/make-ahead-veggie-sausage-egg-cups","","","","","","45935","8513","8513","1.262","","2148","384","5.594","90.327","Very Easy","27.012","2","1","","9","9","0","24.320","7","6","0","0","0","0","","","","","2aafae5cd1225cce58832e244a22cede","0.794","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/make-ahead-veggie-sausage-egg-cups","2026-09-04 15:34:16"
