"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://muffinpanrecipes.com/recipes/saigon-sunrise-breakfast-cups","text/html; charset=utf-8","200","OK","Indexable","","Saigon Sunrise Breakfast Cups | Muffin Pan Recipes","50","462","These Vietnamese-inspired breakfast cups bake up into tender, custardy rounds packed with caramelized pork, quick-pickled vegetables, and fresh herbs. Each cup carries the flavors of a classic bánh mì - savory, sweet, tangy, and herbaceous - held together in a neat, hand-friendly bite.","286","1750","","0","Saigon Sunrise Breakfast Cups","29","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/saigon-sunrise-breakfast-cups","","","","","","44765","8561","8561","1.269","","2193","372","5.895","94.725","Very Easy","27.670","2","1","","2","2","0","5.560","7","6","0","0","0","0","","","","","704283efdd42a3b60b38011e5782c09d","0.265","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/saigon-sunrise-breakfast-cups","2026-08-24 12:34:59"
"https://muffinpanrecipes.com/recipes/salsa-verde-chilaquiles-cups","text/html; charset=utf-8","200","OK","Indexable","","Salsa Verde Chilaquiles Cups | Muffin Pan Recipes","49","448","Corn tortilla strips are baked into crisp, saucy cups with roasted tomatillo salsa, black beans, and melty Oaxaca cheese, then finished with crema, avocado, and cilantro. These chilaquiles cups hold their shape straight from the muffin pan but eat like a cozy Mexican brunch, with bright heat and satisfying crunch in every bite.","329","1990","","0","Salsa Verde Chilaquiles Cups","28","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/salsa-verde-chilaquiles-cups","","","","","","43952","8289","8289","1.228","","2104","344","6.116","91.097","Very Easy","26.999","2","1","","2","2","0","5.560","7","6","0","0","0","0","","","","","b6d2c0ed0b2a6cdd7e230af932d72330","0.338","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/salsa-verde-chilaquiles-cups","2026-08-24 12:34:59"
"https://muffinpanrecipes.com/recipes/spinach-feta-egg-bites","text/html; charset=utf-8","200","OK","Indexable","","Spinach & Feta Egg Bites | Muffin Pan Recipes","45","409","Velvety, protein-packed egg bites that mimic the sous-vide texture.","67","408","","0","Spinach & Feta Egg Bites","24","Why Muffin Pans?","16","","0","","","","https://muffinpanrecipes.com/recipes/spinach-feta-egg-bites","","","","","","7676","2235","2235","0.331","","84","25","3.360","100.000","Very Easy","8.248","2","1","","1","1","0","2.780","6","5","0","0","0","0","","","","","72718acd20c7188e2100bcea7e24f3f6","0.307","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/spinach-feta-egg-bites","2026-08-24 12:34:59"
"https://muffinpanrecipes.com/recipes/smoky-chorizo-tortilla-cups","text/html; charset=utf-8","200","OK","Indexable","","Smoky Chorizo Tortilla Cups | Muffin Pan Recipes","48","439","Corn tortillas are pressed into the muffin wells to form crisp, golden cups, then filled with smoky Spanish chorizo, sautéed peppers and onions, and a rich paprika‑spiked egg custard. Each round, flared cup bakes up into a self-contained bite with a tender center and crisp edges, perfect with a dollop of garlicky tomato aioli. These travel well, reheat beautifully, and hit that sweet spot between tapas and brunch.","417","2514","","0","Smoky Chorizo Tortilla Cups","27","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/smoky-chorizo-tortilla-cups","","","","","","46260","8710","8710","1.291","","2270","390","5.821","92.363","Very Easy","27.693","2","1","","4","4","0","11.110","7","6","0","0","0","0","","","","","ddf94501eeebb1380348272009b6387c","0.283","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/smoky-chorizo-tortilla-cups","2026-08-24 12:34:59"
"https://muffinpanrecipes.com/recipes/harissa-chickpea-feta-cups","text/html; charset=utf-8","200","OK","Indexable","","Harissa Chickpea Feta Cups | Muffin Pan Recipes","47","438","These savory North African-inspired cups bake chickpeas, roasted peppers, and spinach into a softly set egg base with pockets of salty feta and smoky harissa heat. Each round, golden portion pops out of the tin as a complete protein-packed bite that reheats beautifully for weekday breakfasts or light lunches.","310","1907","","0","Harissa Chickpea Feta Cups","26","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/harissa-chickpea-feta-cups","","","","","","44872","8177","8177","1.212","","2103","358","5.874","92.256","Very Easy","26.492","2","1","","11","11","0","30.560","7","6","0","0","0","0","","","","","778e45b56b9f758d805255b138d4a91a","0.217","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/harissa-chickpea-feta-cups","2026-08-24 12:35:00"
"https://muffinpanrecipes.com/recipes/smoky-cheddar-breakfast-bites","text/html; charset=utf-8","200","OK","Indexable","","Smoky Cheddar Breakfast Bites | Muffin Pan Recipes","50","469","Little golden bites packed with tender vegetables, sharp cheddar, Parmesan, and a whisper of smoked paprika, these savory muffins bring all the cozy flavors of a loaded frittata in handheld form. They're rich, aromatic, and deeply satisfying - perfect with hot coffee, a splash of hot sauce, or tucked into a warm, toasty English muffin.","337","2040","","0","Smoky Cheddar Breakfast Bites","29","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/smoky-cheddar-breakfast-bites","","","","","","41701","7585","7585","1.124","","1786","318","5.616","90.671","Very Easy","24.731","2","1","","2","2","0","5.560","7","6","0","0","0","0","","","","","dbc5319f2cf9b5366000034a70823dd1","0.246","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/smoky-cheddar-breakfast-bites","2026-08-24 12:35:00"
"https://muffinpanrecipes.com/recipes/buffalo-chicken-mac-bites","text/html; charset=utf-8","200","OK","Indexable","","Buffalo Chicken Mac & Cheese Bites | Muffin Pan Recipes","55","510","Creamy mac and cheese with a spicy buffalo kick, crisped to perfection.","71","439","","0","Buffalo Chicken Mac & Cheese Bites","34","Why Muffin Pans?","16","","0","","","","https://muffinpanrecipes.com/recipes/buffalo-chicken-mac-bites","","","","","","7781","2262","2262","0.335","","87","25","3.480","100.000","Very Easy","8.316","2","1","","22","22","0","61.110","6","5","0","0","0","0","","","","","2e40291b51387ea419c4d840eb2a2c3d","0.289","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/buffalo-chicken-mac-bites","2026-08-24 12:35:00"
"https://muffinpanrecipes.com/recipes/mini-pancake-bites","text/html; charset=utf-8","200","OK","Indexable","","Mini Pancake Bites | Muffin Pan Recipes","39","358","Fluffy pancake portions that you don't have to flip. Perfect for dipping.","73","433","","0","Mini Pancake Bites","18","Why Muffin Pans?","16","","0","","","","https://muffinpanrecipes.com/recipes/mini-pancake-bites","","","","","","7651","2257","2257","0.334","","85","26","3.269","100.000","Very Easy","8.301","2","1","","10","10","0","27.780","6","5","0","0","0","0","","","","","50498827b5fa959940fd17c417d13c58","0.262","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/mini-pancake-bites","2026-08-24 12:35:00"
"https://muffinpanrecipes.com/recipes/tandoori-chicken-naan-cups","text/html; charset=utf-8","200","OK","Indexable","","Tandoori Chicken Naan Cups | Muffin Pan Recipes","47","445","These Tandoori Chicken Naan Cups pack smoky spiced chicken, cooling yogurt, and quick pickled onions into a soft, crisp-edged naan base molded right into the muffin wells. Each round cup holds together as a hand-held Indian-inspired bite with charry flavor and bright, tangy crunch. They're just as good warm from the oven as they are at room temperature for lunches or parties.","378","2341","","0","Tandoori Chicken Naan Cups","26","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/tandoori-chicken-naan-cups","","","","","","52401","9492","9492","1.407","","2556","433","5.903","98.238","Very Easy","26.419","2","1","","2","2","0","5.560","7","6","0","0","0","0","","","","","6f51958c3dda172265eca8c795dd5b0a","0.218","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/tandoori-chicken-naan-cups","2026-08-24 12:35:01"
"https://muffinpanrecipes.com/recipes/mini-caprese-bruschetta-bites","text/html; charset=utf-8","200","OK","Indexable","","Mini Caprese Bruschetta Bites | Muffin Pan Recipes","50","457","All the flavors of a classic caprese bruschetta - garlic toast, juicy tomatoes, fresh mozzarella, and basil - baked into tidy, handheld muffin tin bites. A buttery Parmesan bread base crisps in the oven, then gets filled with a warm caprese mixture and finished with a sweet-tart balsamic drizzle. Ideal as a party appetizer or light summer snack.","347","2075","","0","Mini Caprese Bruschetta Bites","29","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/mini-caprese-bruschetta-bites","","","","","","44415","7941","7941","1.177","","1974","354","5.576","89.875","Easy","25.554","2","1","","5","5","0","13.890","7","6","0","0","0","0","","","","","500a26a7ef05405a54f290d650ddb734","0.262","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/mini-caprese-bruschetta-bites","2026-08-24 12:35:01"
"https://muffinpanrecipes.com/recipes/smoky-sweet-potato-frittatas","text/html; charset=utf-8","200","OK","Indexable","","Smoky Sweet Potato Frittatas | Muffin Pan Recipes","49","455","Tender, custardy cups packed with caramelized sweet potato, smoky paprika, and sharp cheddar, these little frittatas taste like a pan of roasted vegetables wrapped in rich, savory eggs. A spoonful of Greek yogurt keeps them silky, while a tangle of greens and herbs adds fresh, gardeny flavor in every bite.","307","1872","","0","Smoky Sweet Potato Frittatas","28","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/smoky-sweet-potato-frittatas","","","","","","44558","7996","7996","1.185","","2033","341","5.962","92.256","Very Easy","25.979","2","1","","2","2","0","5.560","7","6","0","0","0","0","","","","","9f56ad82784b1757efe3c809003dbd5","0.238","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/smoky-sweet-potato-frittatas","2026-08-24 12:35:01"
"https://muffinpanrecipes.com/recipes/muffin-tin-lasagna","text/html; charset=utf-8","200","OK","Indexable","","Muffin Tin Lasagna Cups | Muffin Pan Recipes","44","410","Crispy-edged, multi-layered mini lasagnas using wonton wrappers.","64","410","","0","Muffin Tin Lasagna Cups","23","Why Muffin Pans?","16","","0","","","","https://muffinpanrecipes.com/recipes/muffin-tin-lasagna","","","","","","7617","2228","2228","0.330","","78","25","3.120","90.868","Very Easy","8.403","2","1","","1","1","0","2.780","6","5","0","0","0","0","","","","","dcb69780c1ec83a93080cf560b435c6b","0.258","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/muffin-tin-lasagna","2026-08-24 12:35:02"
"https://muffinpanrecipes.com/recipes/make-ahead-veggie-sausage-egg-cups","text/html; charset=utf-8","200","OK","Indexable","","Make-Ahead Veggie & Sausage Egg Cups | Muffin Pan Recipes","57","554","These protein-packed egg cups are built for the workweek: hearty turkey sausage, roasted peppers, spinach, and sharp cheddar baked into perfectly portioned frittata-style bites. They reheat beautifully, freeze well, and actually taste like a real breakfast, not a sad ""meal prep"" compromise. One pan on Sunday, grab-and-go breakfasts all week.","343","2097","","0","Make-Ahead Veggie & Sausage Egg Cups","36","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/make-ahead-veggie-sausage-egg-cups","","","","","","46255","8675","8675","1.286","","2148","384","5.594","90.327","Very Easy","26.825","2","1","","11","11","0","30.560","7","6","0","0","0","0","","","","","7e6aa5387822943dc25a533cb5e9e371","0.257","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/make-ahead-veggie-sausage-egg-cups","2026-08-24 12:35:02"
"https://muffinpanrecipes.com/recipes/dark-chocolate-chip-muffins","text/html; charset=utf-8","200","OK","Indexable","","Dark Chocolate Chip Decadence | Muffin Pan Recipes","50","473","Rich, cocoa-infused muffins loaded with dark chocolate chips.","61","382","","0","Dark Chocolate Chip Decadence","29","Why Muffin Pans?","16","","0","","","","https://muffinpanrecipes.com/recipes/dark-chocolate-chip-muffins","","","","","","7700","2229","2229","0.330","","82","25","3.280","100.000","Very Easy","8.352","2","1","","4","4","0","11.110","6","5","0","0","0","0","","","","","ce446a68d13d86e2baea42104b190568","5.324","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/dark-chocolate-chip-muffins","2026-08-24 12:34:57"
"https://muffinpanrecipes.com/recipes/mini-shepherds-pie","text/html; charset=utf-8","200","OK","Indexable","","Mini Shepherd's Pie Pots | Muffin Pan Recipes","45","409","Individual servings of classic Shepherd's Pie with a toasted potato peak.","73","443","","0","Mini Shepherd's Pie Pots","24","Why Muffin Pans?","16","","0","","","","https://muffinpanrecipes.com/recipes/mini-shepherds-pie","","","","","","7738","2266","2266","0.336","","85","25","3.400","100.000","Very Easy","8.543","2","1","","1","1","0","2.780","6","5","0","0","0","0","","","","","34510fed44ef8cd776be669f0f22dc7e","0.428","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/mini-shepherds-pie","2026-08-24 12:35:02"
"https://muffinpanrecipes.com/recipes/roasted-broccoli-egg-cups","text/html; charset=utf-8","200","OK","Indexable","","Roasted Broccoli Egg Cups | Muffin Pan Recipes","46","425","Tender baked egg cups packed with sharp cheese, roasted broccoli, and a touch of smoked paprika for warmth. They're richly savory, beautifully set, and just as appealing at a leisurely brunch as they are straight from the fridge.","229","1395","","0","Roasted Broccoli Egg Cups","25","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/roasted-broccoli-egg-cups","","","","","","43985","8009","8009","1.187","","2033","345","5.893","93.533","Very Easy","26.298","2","1","","2","2","0","5.560","7","6","0","0","0","0","","","","","acb7b275d24e2d0b25e73de681ecccec","4.870","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/roasted-broccoli-egg-cups","2026-08-24 12:34:58"
"https://muffinpanrecipes.com/recipes/roasted-veggie-egg-prep-cups","text/html; charset=utf-8","200","OK","Indexable","","Roasted Veggie Egg Prep Cups | Muffin Pan Recipes","49","463","These roasted veggie egg prep cups are built for grab-and-go breakfasts all week: high-protein, packed with vegetables, and they reheat beautifully. Roasting the vegetables first concentrates their flavor so the eggs don't taste like a sad hotel buffet. Make a pan on Sunday and you've got breakfast handled through Friday.","323","1973","","0","Roasted Veggie Egg Prep Cups","28","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/roasted-veggie-egg-prep-cups","","","","","","36997","7101","7101","1.052","","1567","288","5.441","93.389","Very Easy","24.315","2","1","","2","2","0","5.560","7","6","0","0","0","0","","","","","97a83ebdf957c5023ea103af88debb1a","4.853","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/roasted-veggie-egg-prep-cups","2026-08-24 12:34:58"
"https://muffinpanrecipes.com/recipes/mini-meatloaf-bites","text/html; charset=utf-8","200","OK","Indexable","","Mini Meatloaf Bites | Muffin Pan Recipes","40","361","Savory, glazed mini meatloaves that cook in half the time of a traditional loaf.","80","475","","0","Mini Meatloaf Bites","19","Why Muffin Pans?","16","","0","","","","https://muffinpanrecipes.com/recipes/mini-meatloaf-bites","","","","","","7650","2242","2242","0.332","","84","26","3.231","100.000","Very Easy","8.406","2","1","","1","1","0","2.780","6","5","0","0","0","0","","","","","73ef1f4a2c799844d62686b3c1d671cf","0.277","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/mini-meatloaf-bites","2026-08-24 12:35:03"
"https://muffinpanrecipes.com/recipes/paneer-saag-egg-bites","text/html; charset=utf-8","200","OK","Indexable","","Paneer Saag Egg Bites | Muffin Pan Recipes","42","390","These paneer saag egg bites tuck spiced spinach, soft paneer, and a whisper of garam masala into tender, protein-rich cups that pop cleanly out of the pan. They eat like individual Indian-inspired frittatas, perfect with chutney for breakfast or a light lunch.","260","1561","","0","Paneer Saag Egg Bites","21","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/paneer-saag-egg-bites","","","","","","44510","8414","8414","1.247","","2146","355","6.045","92.446","Very Easy","27.053","2","1","","6","6","0","16.670","7","6","0","0","0","0","","","","","ee0c9baef0cd4e98c69cba23f0ae98dc","0.311","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/paneer-saag-egg-bites","2026-08-24 12:35:03"
"https://muffinpanrecipes.com/recipes/crispy-chorizo-breakfast-cups","text/html; charset=utf-8","200","OK","Indexable","","Crispy Chorizo Breakfast Cups | Muffin Pan Recipes","50","457","Smoky chorizo, crisp golden hash browns, and a creamy pepper-jack egg custard bake into rich, savory little cups with a gentle kick and plenty of crunch in every bite.","167","1013","","0","Crispy Chorizo Breakfast Cups","29","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/crispy-chorizo-breakfast-cups","","","","","","45521","8340","8340","1.236","","2173","377","5.764","91.507","Very Easy","27.024","2","1","","18","18","0","50.000","7","6","0","0","0","0","","","","","484b4215513c8566897a77d94feb2b1c","0.474","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/crispy-chorizo-breakfast-cups","2026-08-24 12:35:02"
"https://muffinpanrecipes.com/recipes/miso-ginger-donburi-cups","text/html; charset=utf-8","200","OK","Indexable","","Miso Ginger Donburi Cups | Muffin Pan Recipes","45","419","Tender miso-ginger glazed salmon is tucked into crisp nori-sesame rice bases that bake into sturdy, round cups you can lift straight from the pan. Each molded cup eats like a single-serving salmon donburi, finished with scallions, cucumber, and a touch of Japanese mayo for richness.","283","1741","","0","Miso Ginger Donburi Cups","24","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/miso-ginger-donburi-cups","","","","","","47798","8726","8726","1.293","","2369","393","6.028","90.262","Very Easy","28.065","2","1","","2","2","0","5.560","7","6","0","0","0","0","","","","","ffda2cee196a0321900c6b574a851548","0.305","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/miso-ginger-donburi-cups","2026-08-24 12:35:03"
